RICE HARVEST PRICE ,PADDY HARVEST PRICE ,WHEAT HARVEST PRICE ,SORGHUM HARVEST PRICE ,PEARL MILLET HARVEST PRICE ,MAIZE HARVEST PRICE,FINGER MILLET HARVEST PRICE ,BARLEY HARVEST PRICE ,CHICKPEA HARVEST PRICE ,PIGEONPEA HARVEST PRICE ,GROUNDNUT HARVEST PRICE ,SEASMUM HARVEST PRICE ,RAPE AND MUSTARD HARVEST PRICE ,CASTOR HARVEST PRICE ,SUGARCANE GUR HARVEST PRICE ,COTTON KAPAS HARVEST PRICE 
2152,1526,1986,-1,-1,1667,-1,-1,4436,5999,4200,11269,4583,-1,4358,-1
2728,1402,2102,2011,1414,1330,-1,1621,4688,10275,4259,9294,7401,-1,4214,-1
3092,1485,2491,2000,3283,1501,-1,2833,5567,5467.5,4213,9604.5,6186,-1,4293,-1
-1,-1,-1,-1,-1,69.4,-1,-1,-1,92.9,-1,144.2,159.1,-1,-1,-1
82.4,-1,-1,-1,-1,52.8,-1,54.4,-1,127.5,-1,138.8,124.8,-1,-1,-1
89.5,-1,-1,-1,-1,46.9,-1,62.8,-1,102.3,-1,123.7,135.2,-1,-1,-1
81.4,-1,-1,-1,-1,52.1,-1,61.3,-1,104.9,-1,140.7,152,-1,-1,-1
70.9,-1,-1,-1,-1,40.8,-1,50,-1,106.9,-1,173.5,188.5,-1,-1,-1
72.4,-1,-1,-1,-1,46.6,-1,58,-1,110.8,-1,169.6,157.5,-1,-1,-1
105.6,-1,-1,-1,-1,54.8,-1,68.4,-1,175.7,-1,215.2,189.6,-1,-1,-1
120,-1,-1,-1,-1,60.7,-1,-1,-1,186.7,-1,251.8,294.3,-1,-1,-1
211.2,-1,-1,-1,-1,120.3,-1,126.7,-1,210.3,-1,312.7,276.6,-1,-1,-1
157.7,-1,-1,-1,-1,69.8,-1,83.1,-1,179,-1,229.1,-1,-1,-1,-1
157.3,75.3,-1,-1,-1,83.2,-1,102.1,-1,250,-1,304.9,395.4,-1,-1,-1
135.4,-1,-1,-1,-1,90.5,-1,105.6,-1,-1,-1,345.3,323.4,-1,-1,-1
137.8,-1,118.1,100,-1,90.9,-1,92.2,220.2,295.8,210.4,292.9,293.1,-1,-1,-1
210.7,-1,152.4,-1,-1,117.1,-1,-1,216.5,274.8,262.7,353.9,397.7,-1,-1,-1
173.3,-1,181.1,-1,-1,115.3,-1,124.1,300,300,301.6,405.7,448.1,-1,-1,-1
180.4,-1,199.1,125,-1,117.7,-1,100,305,288.9,349.8,495.1,428.3,-1,-1,-1
230.2,-1,227.1,-1,-1,131.2,-1,137.1,256.7,-1,334.1,441.1,430.7,-1,-1,-1
262.5,-1,229.4,-1,-1,149,-1,150,328.3,-1,550.7,565.7,464.8,-1,-1,-1
252.1,-1,176.4,130,-1,105.2,-1,112.5,416,577.8,443.9,523.7,511.2,-1,-1,-1
240.7,-1,180.3,-1,-1,128,-1,155,380.1,500,430.3,470.6,408.8,-1,-1,-1
242.2,-1,175.5,-1,-1,126.6,-1,109.2,318.5,425,480.9,531.3,560.5,-1,-1,-1
270.1,-1,210,-1,-1,136,-1,80,454.8,550,542.5,784.9,698.6,-1,-1,-1
339.7,-1,287.6,187.5,-1,179.4,-1,266.7,688.8,590.5,561.9,681.8,673.8,-1,-1,-1
320.7,-1,236.4,-1,-1,155.7,-1,-1,712.5,696.4,606.8,747.3,690.3,-1,-1,-1
355,-1,292,250,-1,169,-1,219,873,837,842,865,983,-1,-1,-1
397,-1,356,-1,-1,221,-1,200,781,1067,1089,1322,999,-1,-1,-1
452,272,417,404,-1,271,-1,319,906,1000,986,1087,960,-1,-1,-1
540,325,430,-1,-1,201,-1,389,1064,1247,1084,1088,994,-1,-1,-1
551,332,491,550,-1,397,-1,448,1289,1536,1090,1430,1203,-1,-1,-1
760,465,462,400,387,397,358,367,1137,1321,1426,1290,1057,-1,828,1894
905,-1,575,500,-1,382,667,473,1349,1437,1164,1338,1077,-1,-1,-1
915,418,603,425,336,421,400,444,1446,1417,1064,1438,1311,1034,1160,2123
-1,387,625,500,-1,436,250,449,1198,-1,1409,2267,1432,-1,-1,-1
-1,340,707,525,-1,425,300,567,1437,1496,1272,1479,1204,-1,-1,-1
-1,420,-1,617,-1,351,-1,352,-1,-1,1209,1499,-1,-1,-1,-1
-1,395,604,522,-1,426,-1,540,1703,1312,1272,1398,1194,-1,-1,-1
-1,436,645,620,-1,442,-1,432,1884,1587,1375,1845,1462,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
806,550,637,-1,-1,-1,-1,514,1683,1514,-1,-1,1610,-1,-1,-1
807,563,775,601,-1,519,-1,572,1883,1768,1524,2205,1541,-1,-1,-1
901,615,941,1250,-1,587,-1,580,2478,1836,1604,2041,1656,-1,-1,-1
1013,767,1083,986,-1,561,-1,700,2861,2479,1978,2476,2395,-1,-1,-1
1140,952,-1,-1,-1,610,-1,-1,-1,3100,2332,4110,-1,-1,1957,-1
1245,1163,-1,-1,-1,1247,-1,-1,-1,-1,-1,5570,-1,-1,3646,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1503,1000,1800,-1,-1,1100,-1,-1,4889,-1,3917,-1,-1,-1,4000,-1
2000,1200,2200,-1,-1,1300,-1,-1,4950,1950,6500,-1,-1,-1,4761,-1
2175,1300,2375,-1,-1,1300,-1,-1,4625,-1,7423,-1,-1,-1,4870,-1
3088,1367,2400,-1,-1,1280,-1,-1,6333,9000,7045,9000,-1,-1,4330,-1
3278.5,1370,2009,1831.5,2547,2000,3622,2468,5690,5952.5,5000,9604,6092,-1,4119,-1
-1,-1,-1,-1,-1,85.4,-1,-1,-1,95.3,-1,177.4,-1,-1,-1,-1
110.3,-1,93.8,-1,-1,78.3,-1,-1,84.2,109,-1,146.7,116.4,-1,-1,-1
95.7,-1,84.2,-1,-1,56.4,-1,-1,73.7,82.9,-1,139.1,124.3,-1,-1,-1
96.2,-1,91.5,-1,-1,78,-1,-1,93.7,79.6,-1,161.2,135.9,-1,-1,-1
88.1,-1,77.7,-1,-1,43.7,-1,-1,76.7,78.8,-1,187.8,164.2,-1,-1,-1
88,-1,86.7,-1,-1,47.6,-1,-1,83.8,99.9,-1,188.1,151.1,-1,-1,-1
123.3,-1,101,-1,-1,70.3,-1,93.8,125.8,220,-1,248.5,205.9,-1,-1,-1
159.1,-1,159.1,-1,-1,92.7,-1,-1,189.7,172.5,-1,297.7,-1,-1,-1,-1
278.3,-1,177.4,-1,-1,173.8,-1,-1,177.3,-1,-1,316.7,-1,-1,-1,-1
168.8,-1,113.6,-1,-1,99,-1,80,119.6,114,-1,253.8,154.3,-1,-1,-1
153.9,-1,135.2,-1,-1,72.7,-1,130.2,141.7,225.3,-1,305.8,405.4,-1,-1,-1
159.3,-1,145.1,-1,-1,115.5,-1,-1,185.3,215,-1,360.4,294.9,-1,-1,-1
134.9,-1,125.1,94.3,-1,85.5,-1,-1,183.6,241.7,-1,323.9,272.4,-1,-1,-1
198.1,128.6,172.5,122.7,-1,133,-1,-1,192.6,262.5,-1,414.6,386.2,-1,-1,-1
182.3,92.5,173.2,130.4,-1,134.9,-1,-1,229.5,250,-1,476.4,405.3,-1,-1,-1
207.1,117,170.9,128.2,-1,133.3,-1,-1,251.5,291.3,-1,485.6,361.9,-1,-1,-1
247.9,130,215.7,151.9,-1,143.8,-1,-1,261.3,293.8,-1,514.4,365,-1,-1,-1
248.6,-1,194.9,136.5,-1,153.1,-1,-1,275.8,345,-1,653.6,411.9,-1,-1,-1
253.8,-1,175.3,129.2,-1,115,-1,-1,372.8,428.4,-1,632.6,453.7,-1,-1,-1
247.8,-1,212.6,170.1,-1,155.5,-1,-1,389.5,319.9,-1,606.1,444,-1,-1,-1
288.6,-1,208.3,160.1,-1,163.1,-1,-1,294.6,443.8,-1,959.3,595.3,-1,-1,-1
305.2,-1,237.1,151,-1,172.1,-1,-1,412.7,658.1,-1,969.8,696,-1,-1,-1
338.9,-1,310.5,194.1,-1,174.1,-1,-1,565.4,505.2,-1,778.5,559.5,-1,-1,-1
393.2,-1,287.5,182,-1,188.3,-1,-1,591.6,579,-1,888.4,683.8,-1,-1,-1
368,193,321,244,-1,191,-1,-1,577,810,-1,1236,917,-1,-1,-1
449,288,425,392,-1,235,-1,-1,606,905,-1,1369,997,-1,-1,-1
488,294,391,253,-1,287,-1,-1,714,-1,-1,1327,792,-1,-1,-1
539,325,466,333,-1,267,-1,-1,913,820,-1,1203,852,-1,-1,-1
638,384,430,402,-1,364,-1,-1,842,1311,-1,1658,1131,-1,-1,-1
805,471,455,378,387,548,464,342,884,1471,1311,1959,1186,-1,828,1894
864,-1,593,474,-1,437,-1,-1,1001,1335,-1,1493,1069,-1,-1,-1
863,418,539,485,336,399,559,430,1078,1231,1196,1461,1247,1034,1160,2123
-1,-1,589,494,-1,439,-1,-1,1002,1358,-1,2107,1183,-1,-1,-1
-1,-1,668,495,-1,503,-1,-1,1168,1189,-1,1725,1159,-1,-1,-1
-1,469,551,437,-1,423,-1,-1,1523,1386,-1,1962,1216,-1,-1,-1
-1,497,682,454,-1,410,-1,-1,1352,1251,-1,1990,1060,-1,-1,-1
-1,498,653,484,-1,451,-1,-1,1366,1449,-1,2126,1220,-1,-1,-1
-1,507,638,489,-1,467,-1,-1,1265,1475,-1,2374,1572,-1,-1,-1
1017,-1,641,498,-1,471,-1,-1,1294,-1,-1,2464,1438,-1,1409,-1
1020,-1,758,573,-1,534,-1,-1,1587,-1,-1,2399,1406,-1,1486,-1
1071,-1,947,1000,-1,550,-1,-1,2122,2025,-1,3061,1400,-1,1668,-1
1156,-1,1123,770,-1,627,-1,-1,2121,2386,-1,2874,2241,-1,1397,1509
1542,-1,1177,819,-1,752,-1,-1,2110,3054,-1,4364,2293,-1,1804,-1
1765,1341,1549,837,-1,1124,-1,-1,2581,7578,-1,5407,-1,-1,3088,-1
1838,-1,1593,1329,-1,1212,-1,-1,2821,-1,-1,-1,-1,-1,-1,-1
1652,-1,1474,1907,-1,1402,-1,-1,3538,-1,-1,-1,-1,-1,-1,-1
1641,-1,1401,850,-1,1205,-1,-1,3151,3821,-1,6833,2970,-1,-1,-1
2400,1433,1644,2000,-1,1275,-1,-1,2720,4671,-1,13200,2825,-1,-1,-1
2808,1393,1425,2750,-1,1333,-1,-1,3700,5687,-1,9522,3467,-1,-1,-1
2833.33,1557,1525,1733,-1,1450,-1,-1,4418,7905,-1,8800,3450,-1,-1,-1
2929.67,1581,1590,-1,-1,1417,-1,-1,5200,4291,-1,7333,3533,-1,-1,-1
68.6,-1,-1,-1,-1,80,-1,-1,-1,-1,-1,-1,162.5,136.2,112.6,-1
91.2,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,115.4,122.4,206.4,-1
89.6,-1,-1,-1,-1,43.8,-1,-1,-1,-1,-1,-1,123.1,96.9,154.9,-1
89.1,-1,-1,-1,-1,57.6,-1,-1,-1,-1,-1,-1,150,90.6,100.7,-1
90.3,-1,-1,-1,-1,44.3,-1,-1,-1,-1,-1,-1,146.1,124.5,115.2,-1
91.3,-1,-1,-1,-1,75,-1,-1,-1,-1,-1,-1,150,125,139.6,-1
112.7,-1,-1,-1,-1,68.5,-1,-1,-1,-1,-1,-1,214.8,153.5,174.9,-1
133.9,-1,-1,-1,-1,88.9,-1,-1,-1,-1,-1,-1,302.5,232.5,201.4,-1
188.3,-1,-1,-1,-1,159.8,-1,-1,-1,-1,-1,-1,241.7,160.4,206.8,-1
158.8,-1,-1,-1,-1,100.3,-1,-1,-1,-1,-1,-1,160,100,205.2,-1
139.6,79.4,-1,-1,-1,79.4,-1,-1,-1,-1,-1,-1,392.8,201,214.8,-1
144.4,-1,-1,-1,-1,142.5,-1,-1,-1,-1,-1,-1,-1,-1,198.1,-1
140.6,80.2,141.5,-1,-1,75,-1,-1,248.1,-1,-1,-1,299,-1,172.5,-1
178.9,-1,173.7,-1,-1,89.3,150,-1,249.7,-1,-1,-1,378.9,-1,256.3,-1
162.8,-1,193.8,-1,-1,-1,154.2,-1,320.8,-1,-1,-1,450,-1,407.5,-1
182.9,-1,199.3,-1,-1,113.9,125,-1,305.4,-1,-1,-1,417.5,-1,343.5,-1
215,125,252.7,-1,-1,125,125,-1,287.2,-1,-1,-1,378.9,-1,247,-1
235.1,-1,196.7,-1,-1,100,150,-1,258.7,-1,-1,-1,450,-1,341.3,-1
245.3,-1,202.3,-1,-1,125,-1,-1,406.4,-1,-1,-1,392.9,-1,344.1,-1
241.2,-1,-1,-1,-1,125,-1,-1,-1,-1,-1,-1,-1,-1,404.8,-1
243,-1,233.5,-1,-1,-1,-1,-1,357.5,-1,-1,-1,-1,-1,388.4,-1
319.4,-1,252.9,-1,-1,-1,-1,-1,450.4,-1,-1,-1,643.7,-1,373.5,-1
281.1,-1,277.8,-1,-1,-1,-1,-1,589.1,-1,-1,-1,636.2,-1,457.7,-1
211.8,-1,290.7,-1,-1,-1,150,-1,622.9,-1,-1,-1,610,-1,593.6,1285.7
294,208,328,-1,-1,-1,-1,-1,637,-1,-1,-1,-1,-1,533,-1
442,-1,500,-1,-1,260,-1,-1,700,-1,-1,-1,-1,-1,494,-1
458,276,447,-1,-1,310,-1,-1,725,-1,-1,-1,-1,-1,706,-1
436,263,446,-1,-1,200,267,-1,1020,-1,-1,-1,930,-1,968,-1
503,303,413,-1,-1,-1,-1,-1,905,-1,-1,-1,917,-1,967,-1
603,354,521,407,387,348,464,342,1135,1434,1311,2039,710,-1,864,1894
826,-1,681,498,-1,328,-1,-1,1144,1323,-1,1775,948,-1,847,-1
872,418,675,424,336,400,800,430,1598,1464,1196,1527,1311,1034,1594,2123
-1,460,680,-1,-1,750,-1,-1,1209,-1,-1,-1,-1,-1,1222,-1
-1,474,756,-1,-1,398,350,-1,1258,-1,-1,-1,1025,-1,956,-1
-1,446,747,-1,-1,250,-1,-1,1304,-1,-1,-1,1250,-1,1069,-1
-1,451,825,-1,-1,361,-1,-1,1454,-1,-1,-1,1300,-1,1219,-1
-1,-1,675,-1,-1,317,700,-1,1466,-1,-1,-1,-1,-1,1286,-1
-1,457,725,-1,-1,-1,-1,-1,1300,-1,-1,-1,1500,-1,1151,-1
1200,-1,800,574,-1,500,-1,-1,1500,-1,1452,2499,1400,-1,1537,-1
957,-1,850,588,-1,-1,-1,-1,1710,-1,-1,2549,-1,-1,1903,-1
-1,547,1217,-1,-1,600,-1,-1,2137,2025,-1,3066,1629,-1,1317,-1
1178,-1,1125,786,-1,-1,-1,-1,2388,2386,-1,-1,-1,-1,1289,-1
-1,-1,965,900,-1,-1,-1,-1,2900,2990,-1,-1,-1,-1,2029,-1
-1,1163,1025,1036,-1,-1,-1,-1,2005,3807,-1,-1,1600,-1,3691,-1
-1,1150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3752,-1
-1,1243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3250,-1
-1,1175,-1,-1,-1,700,-1,-1,-1,-1,-1,-1,-1,-1,3648,-1
-1,1388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3643,-1
4500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3243,-1
-1,-1,-1,-1,-1,1750,-1,-1,-1,-1,-1,-1,-1,-1,3300,-1
-1,1450,-1,-1,-1,1000,-1,-1,-1,-1,-1,-1,-1,-1,3800,-1
-1,-1,-1,-1,-1,70.7,-1,-1,-1,86.5,141.1,-1,-1,-1,111.5,176.4
-1,-1,92.9,68.1,-1,79.3,-1,-1,76.6,107.1,120.2,-1,-1,130.7,219.1,162
-1,-1,90.1,57.5,-1,51.1,-1,-1,77.7,78.2,106.3,-1,-1,100,132.8,173.2
-1,-1,100.7,73.5,-1,55.7,-1,-1,89.1,98.9,133.9,-1,-1,-1,71.7,204.9
-1,-1,88.3,73,-1,57.1,-1,-1,77.6,100.4,148.1,-1,-1,-1,90.7,303.7
-1,-1,92.3,68.8,-1,55.5,-1,-1,84.2,104.7,121.3,-1,-1,-1,120.1,248
-1,-1,133.2,95.1,-1,64.1,-1,-1,130.7,164.3,183.7,-1,-1,-1,171.4,270.2
-1,-1,166,145.2,-1,117.1,-1,-1,186.6,168.6,229.6,-1,-1,200,175,311.2
-1,-1,170.2,158.6,-1,159.5,-1,-1,175.7,200.9,265.6,-1,-1,114.2,174.7,372.3
-1,-1,116,102.9,-1,91.6,-1,-1,119.6,103.3,154.9,-1,-1,-1,163.8,346.6
-1,-1,144.7,112.1,-1,87.8,-1,-1,134.9,241.5,262.6,-1,-1,108.3,204.4,527.6
-1,-1,137.8,106,-1,97.8,-1,-1,170.1,277.3,259.4,-1,-1,173.8,161.2,422.6
171.4,-1,130.4,110.3,-1,97.9,-1,-1,184,255.2,233,318.8,-1,100,106.1,433.8
210.9,-1,163,124.2,-1,115.3,-1,-1,297.9,270.4,294.7,403.9,-1,150,250.6,416.3
191.5,-1,183,128.4,-1,102.4,-1,-1,307.8,290,368.8,433.7,-1,150,356,-1
211.4,-1,173.7,127.5,-1,113.7,-1,-1,240.2,295,382.8,496.1,-1,-1,292.7,532.4
239.2,-1,207.6,128.5,-1,114.7,150,-1,256.5,360.6,413,505.3,-1,-1,246.7,491.5
258.4,-1,191.9,147.6,-1,115.5,-1,-1,298.3,368,440,573.8,-1,-1,271.6,626.2
279.6,-1,178.6,141.3,-1,92,-1,-1,386.3,368.8,482.1,500.4,-1,-1,337.6,609.6
327.6,-1,206.2,146.3,-1,123.3,-1,-1,387.1,364.2,442,545,-1,-1,383.8,508.8
335.6,-1,213.2,170.6,-1,151.3,-1,-1,358.1,487.4,628.8,762.5,-1,-1,317.7,551.1
340,-1,244.6,157.2,-1,165.2,412.5,-1,471.4,669,768.9,994.8,-1,-1,331.7,886.7
367.1,-1,301.5,217.9,-1,159.6,300,-1,522.5,541.2,548.7,692.9,-1,-1,341.5,845
408.7,-1,264.2,186.2,-1,208.3,-1,-1,596.8,668.3,644.3,834.4,-1,-1,540.7,812.8
429,-1,294,244,-1,160,-1,-1,589,862,844,1179,-1,-1,530,886
541,-1,493,361,-1,298,400,-1,680,907,1135,1586,-1,-1,510,1397
572,345,375,274,-1,339,-1,-1,697,895,1067,1210,-1,-1,643,1046
579,349,425,270,-1,250,-1,-1,938,986,963,1269,-1,-1,977,1401
699,421,403,409,-1,376,-1,-1,866,1345,1200,1600,-1,-1,875,2248
854,709,464,382,387,347,464,342,860,1557,1347,2508,1221,-1,828,2010
1005,-1,574,435,-1,435,-1,-1,992,1293,1290,2000,-1,-1,729,1762
996,418,577,488,336,384,559,430,1021,1777,1290,2313,1401,1034,1086,2123
-1,-1,569,478,-1,519,-1,-1,956,1269,1346,2583,-1,-1,906,1950
-1,-1,-1,-1,-1,498,750,-1,-1,-1,1393,2016,-1,-1,1047,1950
-1,488,616,-1,-1,394,-1,-1,-1,-1,1498,-1,-1,-1,903,-1
-1,-1,668,438,-1,401,-1,-1,1354,1264,1307,2700,-1,-1,1249,1590
-1,-1,716,418,-1,507,-1,-1,1223,1417,1423,2602,-1,-1,1038,1990
-1,-1,-1,-1,-1,437,-1,-1,-1,-1,1600,2222,-1,-1,999,2563
-1,-1,634,493,-1,-1,-1,-1,1239,-1,1885,2819,-1,-1,1397,1509
1383,-1,850,570,-1,624,-1,-1,1707,-1,2015,2406,-1,-1,1592,-1
881,556,845,792,581,665,-1,732,2083,2025,1823,3066,1718,1715,1222,2159
962,789,1139,696,693,709,1000,872,2419,2386,2262,4099,2612,1550,1649,2497
1801,895,1166,761,643,748,1821,870,1916,2722,2341,4710,2104,-1,1727,2713
1720,1250,1100,938,851,793,2000,921,1740,3715,2250,3740,2100,2271,3240,2860
1619,-1,1170,-1,-1,881,-1,-1,1740,3740,2430,5437,-1,-1,3174,3066
1653,-1,1311,-1,-1,870,-1,-1,3357,3094,3006,6249,-1,-1,2750,2965
1617,-1,-1,-1,-1,1200,-1,-1,-1,-1,3175,4834,-1,-1,3424,3722
-1,-1,1633,1380,-1,-1,-1,-1,2805,3815,-1,-1,-1,-1,3444,4919
3542,-1,1404,1970,-1,1207,-1,-1,3314,-1,4130,7219,-1,-1,3495,4430
3645.67,-1,1754,1520,-1,1242,-1,-1,4606,-1,4000,12240,-1,-1,3469,4000
3644.67,-1,1700,1427,-1,1296,-1,-1,6375,5500,4574,8000,-1,-1,3886,4799
-1,-1,-1,-1,-1,-1,-1,-1,-1,91.3,-1,188,-1,-1,113.8,-1
-1,-1,93.1,59.8,-1,-1,-1,-1,84,108.3,-1,153.7,-1,-1,208.9,-1
-1,-1,84.1,50.8,-1,-1,-1,-1,79.6,86.5,-1,140.2,-1,-1,148.3,-1
-1,-1,93.8,70.3,-1,-1,-1,-1,94.3,87.7,-1,175.6,-1,-1,85,-1
-1,-1,83.4,64.8,-1,-1,-1,-1,72.6,79.4,-1,197.6,-1,-1,102,-1
-1,-1,84.9,72.4,-1,-1,-1,-1,-1,-1,-1,203.3,-1,-1,131.3,-1
-1,-1,99.3,66.8,-1,-1,-1,-1,157,157,-1,263.2,-1,-1,179.7,-1
-1,-1,149.7,115.9,-1,-1,-1,-1,200,200,-1,265,-1,-1,186.6,-1
-1,-1,170.5,144.1,-1,-1,-1,-1,-1,-1,-1,344.5,-1,-1,198.1,-1
-1,-1,114.7,91.8,-1,-1,-1,-1,118.1,88.3,-1,292.9,-1,-1,185.6,-1
-1,-1,144.9,90.6,-1,-1,-1,-1,131,178.2,-1,358.8,-1,-1,200.8,-1
-1,-1,144.1,106.7,-1,-1,-1,-1,169,202.4,-1,321.8,-1,-1,173.5,-1
158.9,-1,135.1,99.5,-1,-1,-1,-1,169.5,-1,-1,353.5,-1,-1,120,-1
203.9,-1,165.9,113.2,-1,-1,-1,-1,204.1,262.3,-1,429.4,-1,-1,261.5,-1
191.7,-1,194.3,123.3,-1,-1,-1,-1,308.2,261.6,-1,473.5,-1,-1,357.9,-1
212.1,-1,181.2,120.7,-1,-1,-1,-1,237.1,275,-1,506.3,-1,-1,311.4,-1
240,-1,211.1,145.7,-1,-1,-1,-1,219.1,336.2,-1,546.4,-1,-1,229.6,-1
290.1,-1,188.3,137.3,-1,-1,-1,-1,277.9,-1,-1,591.5,-1,-1,301.4,-1
285.3,-1,178.9,123.1,-1,-1,-1,-1,394.9,-1,-1,700,-1,-1,358.5,-1
288,-1,222.1,139.9,-1,-1,-1,-1,372.4,385,-1,643.1,-1,-1,380.7,-1
290.8,-1,195.6,164.6,-1,-1,-1,-1,303.9,422,-1,880,-1,-1,376.5,-1
339.1,-1,231.9,139.5,-1,-1,-1,-1,436.7,542.3,-1,933.6,-1,-1,376.3,-1
368.9,-1,281.5,227.2,-1,-1,-1,-1,552.5,470.2,-1,719.4,-1,-1,389.1,-1
397.2,-1,274.9,187.5,-1,-1,-1,-1,606.5,635.7,-1,837.5,-1,-1,539.6,-1
444,-1,312,285,-1,-1,-1,-1,557,795,-1,1185,-1,-1,516,-1
510,228,408,355,-1,-1,-1,-1,564,861,-1,1350,-1,-1,496,-1
577,347,356,297,-1,-1,-1,-1,807,956,-1,1226,-1,-1,645,-1
595,359,451,355,-1,-1,-1,-1,945,1093,-1,1370,-1,-1,944,-1
673,405,-1,470,-1,-1,-1,-1,-1,1279,-1,-1,-1,-1,882,-1
775,646,462,531,387,303,464,342,881,1434,1311,2050,1071,-1,869,1894
918,-1,536,570,-1,463,-1,-1,1211,1295,-1,1600,-1,-1,755,-1
977,418,529,481,336,407,559,430,1008,1240,1196,1210,1234,1034,1048,2123
-1,-1,611,487,-1,-1,-1,-1,1042,1424,-1,1921,-1,-1,1004,-1
-1,-1,606,584,-1,-1,-1,-1,1308,-1,-1,2533,-1,-1,773,-1
-1,-1,591,589,-1,-1,-1,-1,1537,1296,-1,-1,-1,-1,823,-1
-1,-1,665,527,-1,-1,-1,-1,1375,1312,-1,2016,-1,-1,939,-1
-1,-1,659,483,-1,-1,-1,-1,1493,1667,-1,-1,-1,-1,884,-1
-1,-1,658,550,-1,-1,-1,-1,1212,1500,-1,2298,-1,-1,867,-1
881,-1,670,507,-1,-1,-1,-1,1340,-1,-1,2870,-1,-1,1289,-1
1308,-1,814,621,-1,-1,-1,-1,1802,-1,-1,2549,1475,-1,1384,-1
1206,-1,919,856,-1,-1,-1,-1,2205,2025,-1,3066,-1,-1,1094,-1
1653,-1,1100,924,-1,-1,-1,-1,2249,2386,-1,3450,-1,-1,924,-1
2061,-1,998,700,-1,-1,-1,-1,1986,2765,-1,3589,-1,-1,1817,-1
1671,-1,1183,981,-1,-1,-1,-1,1924,3737,-1,5523,-1,-1,2915,-1
1757,-1,1221,1028,-1,-1,-1,-1,2161,3397,-1,5360,-1,-1,2348,-1
1907,-1,1317,1000,-1,-1,-1,-1,3454,2883,-1,5083,-1,-1,2215,-1
1840,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3758,-1,1433,2750,-1,-1,-1,-1,3340,5117,-1,9583,-1,-1,2310,-1
3360,-1,-1,2250,-1,-1,-1,-1,-1,7755,-1,6929,-1,-1,2291,-1
3487.67,-1,1475,2582,-1,-1,-1,-1,1550,3771,-1,5880,-1,-1,2863,-1
-1,-1,-1,-1,-1,55.2,-1,-1,-1,-1,-1,171.8,-1,-1,-1,-1
91,-1,85.8,-1,-1,63.7,-1,-1,81,-1,-1,142.3,-1,-1,-1,-1
88.4,-1,80.1,-1,-1,55.4,-1,-1,69.2,-1,-1,143.4,-1,-1,-1,-1
85,-1,91.8,-1,-1,58,-1,-1,91.3,-1,-1,176.4,-1,-1,-1,-1
79.6,-1,85.7,-1,-1,50.8,-1,-1,73.3,-1,-1,191.1,-1,-1,-1,-1
82.4,-1,88.9,-1,-1,59.9,-1,-1,87,-1,-1,185.2,-1,-1,-1,-1
115.6,-1,86,-1,-1,73.1,-1,-1,117.6,-1,-1,249.5,-1,-1,-1,-1
140,-1,154,-1,-1,-1,-1,-1,179.6,-1,-1,316.6,-1,-1,-1,-1
208.3,-1,159.1,-1,-1,-1,-1,-1,158.3,-1,-1,345,-1,-1,-1,-1
168.3,-1,103.9,-1,-1,82.5,-1,-1,109.2,-1,-1,244.9,-1,-1,-1,-1
150.3,80,145.7,-1,-1,79,-1,-1,130.9,-1,-1,382.7,-1,-1,-1,-1
140.1,79,134.3,-1,-1,-1,-1,-1,192.7,-1,-1,357.4,-1,-1,-1,-1
144.3,82.3,121.6,111,-1,106.3,-1,-1,169.7,-1,211.5,320.4,-1,-1,-1,-1
190.9,103,155.9,125.3,-1,138.1,-1,-1,297.4,247.8,292.2,408.3,-1,-1,-1,-1
176.4,99,173.2,126.1,-1,114.3,-1,-1,282.5,280.7,342.2,446.1,-1,-1,-1,-1
114,194,178,131.7,-1,124.9,-1,-1,232.8,285.4,354.8,489.5,-1,-1,-1,-1
212,123,225.2,148.6,-1,127.9,-1,-1,226.9,340.6,385,552.7,-1,-1,-1,-1
223.8,-1,184.8,117.6,-1,125.7,-1,-1,266.1,344.1,401.4,595.6,-1,-1,-1,-1
239.6,-1,181.7,146.6,-1,112.7,-1,-1,347.4,346.5,420.1,632.6,-1,-1,-1,-1
239.9,-1,203,170.1,-1,135.2,-1,-1,386.1,382,437.5,567,-1,-1,-1,-1
250.4,-1,196.7,196.8,-1,151.3,-1,-1,312.1,482.1,522.2,751.5,-1,-1,-1,-1
262.3,-1,239.7,146,-1,175.1,-1,-1,397.3,612.8,637.7,999.5,-1,-1,-1,-1
299.1,-1,306.7,200.1,-1,165.5,-1,-1,534.2,492,510.2,763.3,-1,-1,-1,-1
