RICE HARVEST PRICE ,PADDY HARVEST PRICE ,WHEAT HARVEST PRICE ,SORGHUM HARVEST PRICE ,PEARL MILLET HARVEST PRICE ,MAIZE HARVEST PRICE,FINGER MILLET HARVEST PRICE ,BARLEY HARVEST PRICE ,CHICKPEA HARVEST PRICE ,PIGEONPEA HARVEST PRICE ,GROUNDNUT HARVEST PRICE ,SEASMUM HARVEST PRICE ,RAPE AND MUSTARD HARVEST PRICE ,CASTOR HARVEST PRICE ,SUGARCANE GUR HARVEST PRICE ,COTTON KAPAS HARVEST PRICE 
-1,107.1,145,-1,-1,169.9,-1,117.5,384.5,-1,444,-1,338.8,-1,296.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,-1
-1,-1,208.1,-1,-1,-1,-1,151.3,422.5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,170,280,-1,-1,256,-1,270,678,-1,1320,-1,1052,-1,675,-1
-1,198,-1,-1,-1,287,-1,-1,-1,-1,1156,-1,-1,-1,501,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,281,383,-1,-1,309,-1,-1,922,1168,-1,-1,-1,-1,841,-1
-1,331,526,-1,-1,772,-1,-1,1174,1977,-1,-1,1101,-1,-1,-1
-1,427,-1,-1,-1,-1,-1,-1,-1,-1,1153,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,329,586,-1,-1,683,-1,599,1459,1531,1231,-1,1213,-1,1075,-1
-1,343,540,-1,-1,527,-1,-1,1574,-1,1438,-1,1093,-1,931,-1
913,-1,840,-1,-1,1121,-1,675,1599,1916,1151,-1,1029,-1,974,-1
880,-1,843,-1,-1,1022,451,611,1710,1655,1116,-1,879,-1,1066,-1
878,-1,-1,-1,-1,980,-1,-1,-1,-1,1147,-1,-1,-1,-1,-1
874,-1,-1,-1,-1,1053,-1,664,-1,-1,2047,-1,-1,-1,-1,-1
892,-1,-1,-1,-1,1015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,628,945,-1,-1,-1,-1,-1,-1,2001,2245,-1,-1,-1,-1,-1
-1,618,937,-1,-1,-1,-1,-1,-1,1964,2638,-1,-1,-1,-1,-1
-1,706,952,-1,-1,-1,-1,1034,-1,-1,2745,-1,-1,-1,-1,-1
-1,958,961,-1,-1,-1,-1,894,-1,-1,2868,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,851,1046,-1,-1,1014,-1,-1,-1,-1,3060,-1,-1,-1,-1,-1
-1,1410,1580,-1,-1,1210,-1,-1,-1,-1,4155,-1,-1,-1,-1,-1
-1,63.2,125,-1,-1,66.5,61.9,86.9,-1,-1,-1,-1,-1,-1,91.7,-1
-1,83.7,96,-1,-1,78.3,62.9,64.7,-1,-1,-1,-1,-1,-1,138.8,-1
-1,55.8,92.4,-1,-1,60.4,46.6,53.8,-1,-1,-1,-1,-1,-1,100.9,-1
-1,55.4,86,-1,-1,61.5,50.7,68.9,-1,-1,-1,-1,-1,-1,73.6,-1
-1,48.2,81.8,-1,-1,56.6,48.1,53.9,-1,-1,-1,-1,-1,-1,74.5,-1
-1,61.2,79.2,-1,-1,71.3,56.6,61.5,-1,-1,-1,-1,-1,-1,81.1,-1
-1,63.8,-1,-1,-1,78.7,50.1,-1,-1,-1,-1,-1,-1,-1,113.2,-1
-1,100.5,143,-1,-1,-1,67.9,-1,-1,-1,-1,-1,-1,-1,124.4,-1
-1,113.6,-1,-1,-1,154.3,98.3,-1,-1,-1,-1,-1,-1,-1,125.9,-1
-1,68.5,92.1,-1,-1,95.5,-1,62.5,-1,-1,-1,-1,-1,-1,119,-1
-1,65.8,-1,-1,-1,79.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,96.2,106.4,-1,-1,108.4,-1,86.7,-1,-1,-1,-1,351.3,-1,-1,-1
-1,81,106.3,-1,-1,-1,-1,83.7,-1,-1,-1,-1,-1,-1,-1,-1
-1,96.7,-1,-1,-1,131.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,111,141.4,-1,-1,84.6,-1,111.9,-1,-1,-1,-1,-1,-1,132.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,157.5,-1,-1,-1,-1,142.5,-1,318.1,-1,-1,442.5,-1,-1,-1
-1,-1,153.8,-1,-1,-1,-1,133.8,298.1,341.3,-1,-1,629.6,-1,-1,-1
-1,99.1,-1,-1,-1,155.5,196.7,-1,357.5,-1,-1,-1,-1,-1,207.3,-1
-1,137.8,212.6,-1,-1,183.3,204.3,151.2,474.8,385.2,-1,-1,526.2,-1,286.8,-1
-1,131,-1,-1,-1,160,-1,-1,-1,-1,-1,-1,-1,-1,251.1,-1
-1,-1,207.1,-1,-1,-1,-1,183,450.8,432.5,-1,-1,579.5,-1,-1,-1
-1,-1,198.3,-1,-1,-1,-1,200,603.2,653,-1,-1,551.9,-1,-1,-1
-1,177.8,205.3,-1,-1,222.8,337.5,210.9,607.4,744.4,-1,-1,622.5,-1,452.2,-1
-1,-1,270,-1,-1,-1,-1,244,696,830,-1,-1,627,-1,-1,-1
-1,233,439,-1,-1,309,200,-1,854,1079,-1,1026,-1,-1,389,-1
-1,-1,333,-1,-1,-1,-1,-1,860,838,-1,-1,1098,-1,-1,-1
-1,479,360,-1,-1,371,268,-1,881,981,-1,-1,633,-1,773,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,358,437,-1,-1,315,-1,-1,1368,-1,-1,-1,983,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,315,-1,-1,-1,516,-1,-1,-1,-1,-1,-1,-1,-1,1072,-1
-1,404,543,-1,-1,647,-1,-1,1631,1844,-1,-1,1149,-1,906,-1
766,-1,555,-1,-1,421,396,654,1385,-1,-1,-1,1029,-1,533,-1
738,-1,558,-1,-1,384,351,592,1481,-1,-1,-1,879,-1,584,-1
736,-1,-1,-1,-1,368,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
733,-1,-1,-1,-1,396,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
748,-1,522,-1,-1,381,-1,-1,-1,1847,-1,-1,-1,-1,1564,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,686,1009,-1,-1,-1,-1,1034,-1,2943,-1,-1,-1,-1,-1,-1
-1,931,1163,-1,-1,-1,-1,894,-1,3341,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,62.7,137.3,-1,-1,51.2,-1,98,-1,-1,-1,-1,161.8,-1,-1,-1
-1,74.7,94,-1,-1,73.9,-1,73.8,-1,-1,-1,-1,112.3,-1,153.3,-1
-1,45.6,84.6,-1,-1,54.9,-1,51.7,-1,-1,-1,-1,106,-1,104.1,-1
-1,46.4,106.7,-1,-1,56.5,-1,57.9,-1,-1,-1,-1,146.8,-1,75.3,-1
-1,46.8,85,-1,-1,51.7,-1,56.2,-1,-1,-1,-1,154.4,-1,77.1,-1
-1,46.7,81.5,-1,-1,62,-1,57,-1,-1,-1,-1,175.6,-1,81.2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,75.6,143,-1,-1,-1,-1,116.8,-1,-1,-1,-1,326.3,-1,122.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,76.5,97.9,-1,-1,77.5,62.9,70.5,-1,-1,-1,-1,178.8,-1,-1,-1
-1,55.3,110.6,-1,-1,80,-1,79.4,-1,-1,-1,-1,317.5,-1,119.4,-1
-1,86.2,120.4,-1,-1,102.5,-1,89.4,-1,-1,-1,-1,351.3,-1,130,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,115.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,-1
-1,-1,131.5,-1,-1,-1,-1,106.2,-1,-1,-1,-1,280,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,279.2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,115,145.4,-1,-1,123.1,-1,88.8,335.9,-1,-1,-1,-1,-1,334.4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334.4,-1
-1,-1,207.6,-1,-1,-1,-1,192.6,450.7,-1,-1,-1,757.2,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,162,-1,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1,528,-1
-1,229,355,-1,-1,380,-1,343,722,892,-1,-1,-1,-1,644,-1
-1,-1,321,-1,-1,-1,-1,-1,879,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,654,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,592,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,616,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,638,616,-1,-1,-1,-1,-1,1988,-1,-1,-1,-1,1069,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1350,-1
-1,-1,938,-1,-1,-1,-1,931,1809,-1,-1,-1,-1,-1,-1,-1
-1,834,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,981,989,-1,-1,-1,-1,-1,-1,3945,-1,-1,-1,-1,3183,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,-1
-1,1255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3232,-1
-1,1250,1456,1120,1425,1081,-1,-1,-1,-1,-1,-1,-1,-1,3500,-1
-1,1335,1540,1490,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,3200,-1
-1,81.2,-1,-1,-1,-1,-1,95.1,-1,99,-1,-1,-1,-1,81.4,-1
-1,83.2,-1,-1,-1,-1,-1,69.7,-1,118.9,-1,-1,-1,-1,138,-1
-1,63.1,-1,-1,-1,-1,-1,59.1,-1,75.6,-1,-1,-1,-1,-1,-1
-1,60.1,-1,-1,-1,-1,-1,62.6,-1,101,-1,-1,-1,-1,67.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,66.8,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,86.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,114.1,155.2,-1,-1,198.3,-1,115.7,303.9,360.8,-1,-1,-1,-1,206.9,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,149.4,-1,-1,-1,184.9,-1,-1,-1,-1,-1,-1,403.6,-1,216.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,216.5,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,370,380,-1,-1,233,-1,389,608,818,-1,-1,-1,-1,756,-1
-1,-1,363,-1,-1,-1,-1,367,628,836,-1,-1,-1,-1,-1,-1
-1,-1,400,-1,-1,-1,-1,330,753,934,-1,-1,-1,-1,-1,-1
-1,355,426,-1,-1,364,-1,412,750,1206,-1,-1,-1,-1,-1,-1
-1,318,-1,-1,-1,428,-1,-1,-1,-1,-1,1221,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,467,-1,-1,-1,-1,522,1125,1388,-1,-1,-1,-1,-1,-1
-1,444,-1,-1,-1,481,-1,-1,-1,-1,-1,-1,-1,-1,709,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,508,654,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,451,592,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,391,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,664,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,676,928,-1,-1,732,-1,874,3031,2556,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,869,925,-1,-1,675,-1,902,2919,3075,-1,-1,-1,-1,-1,-1
-1,-1,925,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1150,-1,-1,-1,-1,1025,2981,3775,-1,-1,-1,-1,-1,-1
-1,1000,1200,-1,-1,800,-1,1000,4500,-1,-1,-1,-1,-1,-1,-1
-1,1175,1300,-1,-1,1200,-1,1200,4625,6625,-1,-1,-1,-1,-1,-1
-1,-1,1326,-1,-1,979,-1,1136,3925,4323,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1125,-1,1125,4339,4849,-1,-1,-1,-1,-1,-1
-1,1330,1413,1000,3500,1480,-1,1445,4113,-1,-1,-1,-1,-1,-1,6500
-1,1400,1650,-1,-1,1600,-1,1458,4358,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86.4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170.8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207.8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,169.6,-1,-1,-1,-1,-1
-1,-1,130.7,-1,-1,113.6,-1,107.1,220.5,-1,231.9,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,120,-1,158.3,166.5,151.3,-1,-1,-1,-1,352.8,478.8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,129.2,149.5,124.6,118.1,129.9,-1,132.1,361.6,276.1,412.9,592.3,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,181,195,151,157.1,161.9,-1,182,688.8,738.8,725.7,720.7,-1,-1,-1,-1
-1,188,-1,191,171,206,-1,244,717,787,885,1228,-1,-1,-1,-1
-1,272,360,280,270,301,-1,-1,688,774,1467,-1,1221,-1,-1,-1
-1,276,382,233,264,289,-1,-1,692,983,794,1094,-1,-1,-1,-1
-1,365,395,323,313,298,-1,-1,1113,1018,-1,902,1016,-1,-1,-1
-1,350,-1,347,367,356,-1,-1,-1,-1,1125,1497,-1,-1,94,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
879,-1,706,606,558,541,508,609,1274,1691,1284,2274,-1,-1,-1,-1
847,-1,709,485,493,493,-1,551,1363,1460,1246,2210,-1,-1,-1,-1
845,-1,-1,443,405,473,-1,-1,-1,-1,1280,2239,-1,-1,-1,-1
841,-1,-1,536,509,508,-1,664,-1,-1,2285,2745,-1,-1,-1,-1
859,-1,-1,536,484,490,-1,-1,-1,-1,-1,3097,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,683,-1,671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,763,-1,1034,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,959,1180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,77.6,-1,71,-1,78,-1,95.4,95.4,-1,-1,-1,100,-1
-1,-1,-1,70.5,-1,83.3,-1,51.4,-1,78.2,83.7,-1,-1,-1,-1,-1
-1,-1,-1,49,-1,44.5,-1,54.2,-1,73.9,73.3,-1,-1,-1,115.6,-1
-1,-1,-1,60.5,-1,60.8,-1,66.9,-1,-1,88.2,-1,-1,-1,-1,-1
-1,-1,-1,45.2,-1,42.2,-1,-1,-1,-1,108.6,-1,-1,-1,-1,-1
-1,50.7,-1,-1,-1,64.1,-1,-1,-1,-1,84.1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,111.7,-1,-1,-1,-1,88.1,137,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,105.1,-1,116.6,-1,-1,-1,-1,221,578.8,-1,-1,-1,-1
-1,-1,104.8,81,-1,88.7,-1,77.6,174,-1,171.4,-1,-1,-1,-1,-1
-1,-1,130.7,127.4,-1,113.6,-1,107.1,220.5,-1,218.5,423.1,-1,-1,-1,-1
-1,-1,132.9,143.6,-1,137,-1,114.2,266.8,-1,374.6,514.1,-1,-1,-1,-1
-1,107.7,145.1,106.7,118.5,113.7,-1,103.9,243.4,268.9,222.1,500,338.1,-1,267.1,-1
-1,126.1,167.5,155.7,171.2,154.8,-1,160.5,237.8,303.4,320,598.3,415.6,-1,270.8,-1
-1,132.9,151.6,127.9,130.5,126.3,-1,129,270.9,311.1,263.9,702.7,455.4,-1,234.4,-1
-1,132.1,158.8,123.2,120.3,126.3,-1,133.4,369.6,334.1,600,725,422.4,-1,284.8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259.6,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,170.8,234.7,146,149.5,169.3,-1,189,549.6,725.4,769.6,855.9,500,497.2,306.1,-1
-1,173.7,198.8,185.7,183.8,176.4,-1,204.6,603.4,704.4,770,794.8,630.7,-1,435,-1
-1,196,269,193,188,184,-1,-1,796,795,777,1036,768,-1,-1,-1
-1,301,312,280,282,257,-1,319,717,515,1192,733,1047,-1,456,-1
-1,310,334,284,295,267,-1,359,697,715,-1,-1,797,-1,-1,-1
-1,292,353,302,307,334,-1,354,975,780,912,1234,932,-1,399,-1
-1,326,347,306,333,296,-1,334,1019,1090,980,1250,1000,1464,-1,-1
-1,-1,400,-1,-1,-1,-1,350,960,1400,-1,-1,959,-1,-1,-1
-1,399,517,367,399,348,-1,402,1182,1614,1997,2299,961,-1,-1,-1
-1,354,494,398,403,342,-1,479,1800,1381,1798,2042,1030,-1,142,-1
-1,417,489,350,350,434,-1,447,1161,1524,2576,2351,1278,-1,988,-1
-1,452,560,410,435,450,-1,529,1140,1422,2149,1826,1079,-1,1155,-1
853,-1,657,622,550,465,508,546,1196,1934,1993,2673,1085,1427,1080,-1
822,-1,660,498,485,424,451,494,1280,1671,1933,2598,927,-1,1183,-1
820,-1,-1,455,399,407,391,-1,-1,-1,1987,2632,-1,-1,-1,-1
817,-1,-1,550,501,437,-1,664,-1,-1,3546,3227,-1,-1,-1,-1
834,-1,606,550,477,487,-1,-1,-1,1320,1528,2538,1244,-1,-1,-1
-1,674,838,521,-1,429,-1,638,-1,1535,-1,-1,1428,-1,-1,-1
-1,604,1028,560,-1,446,-1,851,-1,2194,1589,-1,2254,-1,-1,-1
-1,-1,953,-1,-1,-1,-1,913,-1,3086,2756,4850,2171,-1,-1,-1
-1,1196,1049,-1,-1,850,-1,975,-1,3793,-1,4650,1961,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1550,1604,1490,-1,1480,-1,-1,7433,-1,-1,-1,3348,-1,-1,-1
-1,73,-1,76,-1,-1,58.6,97.5,-1,91.3,-1,-1,-1,-1,-1,-1
-1,64.4,-1,69.5,-1,-1,69.7,58.3,-1,100.1,-1,-1,-1,-1,-1,-1
-1,53.5,-1,50.5,-1,-1,49.7,56.5,-1,67.2,-1,-1,-1,-1,-1,-1
-1,49.6,-1,57.9,-1,-1,56.6,69.5,-1,86,-1,-1,-1,-1,-1,-1
-1,53.6,-1,52.4,-1,-1,42,-1,-1,98.5,-1,-1,-1,-1,-1,-1
-1,52.5,-1,54.5,-1,-1,48.7,61.4,-1,87,-1,-1,-1,-1,-1,-1
-1,64.2,-1,67.9,-1,-1,71,74.4,-1,119.6,-1,-1,-1,-1,-1,-1
-1,67.7,-1,77.9,-1,-1,84.7,120.7,-1,172.5,-1,-1,-1,-1,-1,-1
-1,86.4,147.4,106,-1,-1,112,125.7,-1,167.7,-1,-1,-1,-1,-1,-1
-1,60.4,95.2,70,-1,-1,76.5,60.3,-1,109.8,-1,-1,-1,-1,-1,-1
-1,60.6,113.4,70.5,-1,-1,-1,82.4,-1,-1,-1,-1,-1,-1,-1,-1
-1,78.3,122.4,81.6,-1,-1,-1,104.7,-1,-1,-1,-1,-1,-1,-1,-1
-1,74.6,109.3,76,-1,-1,-1,77.8,-1,-1,-1,-1,-1,-1,-1,-1
-1,117.1,131.2,108.5,-1,-1,-1,112.3,-1,-1,-1,-1,-1,-1,-1,-1
-1,103.2,129.1,112,-1,-1,-1,100.4,-1,-1,-1,-1,-1,-1,-1,-1
